WAA ID,MSSIH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVMILE,MSSIH_EVENT_SMAS_SAMPLE_DATE,MSSIH_REPLICATE,MSSIH_BIOSAMPLE_COLLECT_METHOD,MSSIH_TAXONOMIST,MSDH_GENSPECIES,MSDH_INDIVIDUAL_SPECIES_CNT,MSSIH_TOTAL_INDIV_CNT_IND,MSSIH_TOTAL_INDIV_CNT_NOTE,PercentWTSorted,#_Grids,Presence/Absence_%,PDE_(precision counts)_%,PTD_(taxonomic_disagreement)_%,Client_Project_Name
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,optioservus_sp.,18,100,1A,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,stenelmis_sp.,12,100,1A,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,gammarus_sp.,11,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_morosa,7,100,1 agg,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,ephemerella_aurivillii,3,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,acentrella_sp.,3,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,tanytarsus_sp.,2,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,crangonyx_sp.,2,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,agnetina_annulipes,2,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,2,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,synorthocladius_nr._semivirens,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,leuctra_sp.,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,tvetenia_bavarica_gr.,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,rhyacophila_fuscula,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,pseudolimnophila_sp.,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,undetermined_lumbriculidae,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,psephenus_herricki,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,plauditus_sp.,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,potthastia_gaedii_gr.,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,caecidotea_sp.,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,polypedilum_flavum,1,100,,0.604229607,,,,,RIBS Screening
470.16-059,12-MOHK-124.0,12,MOHK,124,7/15/2020,1,Kick: Standard,WAA,agnetina_sp.,1,100,"unique, early",0.604229607,,,,,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,diamesa_sp.,15,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,undetermined_lumbriculidae,12,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,baetis_intercalaris,9,100,2 agg,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,ceratopsyche_sparna,8,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,optioservus_sp.,7,100,6A,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,polypedilum_aviceps,4,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,stenelmis_sp.,4,100,1A,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,simulium_sp.,3,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,3,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,3,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,acentrella_sp.,3,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,agnetina_capitata,3,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,caenis_sp.,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,hexatoma_sp.,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,ceratopsyche_slossonae,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,ceratopsyche_morosa,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,cardiocladius_obscurus,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,hemerodromia_sp.,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,micropsectra/tanytarsus_complex,2,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,paragnetina_immarginata,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,serratella_serrata,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,tricorythodes,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,undetermined_ceratopogonidae,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,undetermined_leptophlebiidae,1,100,damaged,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,potthastia_longimana_gr.,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,rheocricotopus_sp.,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,microtendipes_pedellus_gr.,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,tvetenia_bavarica_gr.,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,rheotanytarsus_exiguus_gr.,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-060,12-MOHK-136.0,12,MOHK,136,7/21/2020,1,Kick: Standard,WAA,isonychia_bicolor,1,100,,23.33333333,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_sparna,15,100,9 agg,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,leuctra_sp.,10,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,polypedilum_aviceps,7,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,hexatoma_sp.,6,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,5,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,heptagenia_sp.,5,100,1 agg,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,4,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,baetis_flavistriga,4,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,leucrocuta_sp.,4,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_slossonae,4,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,hydroptila_sp.,3,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_morosa,3,100,1 agg,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,agnetina_capitata,3,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,psephenus_herricki,3,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,optioservus_sp.,3,100,2A,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,micropsectra_sp.,2,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,tanytarsus_sp.,2,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,diphetor_hageni,2,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,tricorythodes,2,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_alhedra,2,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,acentrella_sp.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,maccaffertium_sp.,1,100,early,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,cambarus_sp.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,dolophilodes_sp.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,undetermined_lumbriculidae,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,baetis_tricaudatus,1,100,Tricaudatus Complex,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,chaetocladius_sp.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,cricotopus_trifascia_gr.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,undetermined_lumbricina,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-061,12-MOYR-0.1,12,MOYR,0.1,7/15/2020,1,Kick: Standard,WAA,simulium_sp.,1,100,,1.762402089,,100,0,0,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,20,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,maccaffertium_vicarium,9,100,8 agg,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,8,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,tanytarsus_sp.,7,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,stenelmis_sp.,6,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,microtendipes_pedellus_gr.,5,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,4,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,atherix_sp.,4,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,neoperla_sp.,3,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,optioservus_sp.,3,100,1A,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,rheotanytarsus_pellucidus,3,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,helicopsyche_borealis,2,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_morosa,2,100,1 agg,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,hydroptila_sp.,2,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,psephenus_herricki,2,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,stenacron_sp.,2,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,antocha_sp.,2,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,polypedilum_flavum,2,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,2,100,1 agg,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,diphetor_hageni,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,psilotreta_frontalis,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,cryptochironomus_sp.,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,hemerodromia_sp.,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,hydropsyche_venularis,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,caenis_sp.,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,isonychia_bicolor,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,rheotanytarsus_exiguus_gr.,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,paratanytarsus_sp.,1,100,,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,baetis_sp.,1,100,damaged,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,undetermined_cambaridae,1,100,female,20.77151335,,,,,RIBS Screening
470.16-062,12-NMIL-13.9,12,NMIL,13.9,7/15/2020,1,Kick: Standard,WAA,tvetenia_vitracies,1,100,,20.77151335,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,polypedilum_flavum,42,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,baetis_flavistriga,7,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,baetis_intercalaris,6,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,5,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_morosa,5,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,stenelmis_sp.,5,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,4,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,gammarus_sp.,4,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,molophilus_sp.,4,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,optioservus_sp.,4,100,1A,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_sparna,3,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,3,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,stenacron_sp.,2,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,tvetenia_bavarica_gr.,1,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,cricotopus_trifascia_gr.,1,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,ceratopsyche_slossonae,1,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,1,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,stictochironomus_sp.,1,100,,16.49484536,,,,,RIBS Screening
470.16-063,12-ORSK-0.9,12,ORSK,0.9,7/15/2020,1,Kick: Standard,WAA,maccaffertium_sp.,1,100,early,16.49484536,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,psephenus_herricki,12,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,tanytarsus_sp.,12,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,polypedilum_flavum,11,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,hydroptila_sp.,6,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,6,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,6,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,rheotanytarsus_exiguus_gr.,5,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,chimarra_aterrima?,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,cricotopus/orthocladius_complex,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,tvetenia_bavarica_gr.,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,parachaetocladius_sp.,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,hexatoma_sp.,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,diphetor_hageni,3,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,polypedilum_fallax_gr.,2,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,stenelmis_sp.,2,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,tipula_sp.,2,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,eukiefferiella_brehmi_gr.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,maccaffertium_sp.,1,100,early,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,stempellinella_sp.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,polypedilum_scalaenum_gr.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,microtendipes_pedellus_gr.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,orconectes_sp.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,atherix_sp.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,dicranota_sp.,1,100,,13.14325452,,,,,RIBS Screening
470.16-064,12-OTSO_T3-1.2,12,OTSO_T3,1.2,7/14/2020,1,Kick: Standard,WAA,eukiefferiella_devonica_gr.,1,100,,13.14325452,,,,,RIBS Screening
